# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Parallel measurements at the KNMI terrain in De Bilt the Netherlands in the period 2016-2018 as described in T. Brandsma, Pagodemetingen De Bilt, Meterologica 1, p12-16, 2019. 
# 
# Location: LON(east) = 5.18,  LAT(north) = 52.1
# Altitude:    ALT(m) = 1.90
# 
# year = year;
# month = month;
# day = day;
# screen = screen type (Pagode or Stevenson)
# TMEAN = daily mean temperature measured from 0-0 UTC (degree Celsius); 
# TX = daily maximum temperature Pagode measured from 0-0 UTC (degree Celsius); 
# TN = daily minimum temperature measured from 0-0 UTC (degree Celsius); 
#
#
year,month,day,screen,TMEAN,TX,TN
2016,9,1,Pagode,17.5,23.5,11.2
2016,9,1,Stevenson,17.2,22.9,11.1
2016,9,2,Pagode,16.7,22.1,10.6
2016,9,2,Stevenson,16.4,21.4,10.4
2016,9,3,Pagode,18.6,23.3,14.1
2016,9,3,Stevenson,18.3,22.6,13.8
2016,9,4,Pagode,18.2,21.3,15.7
2016,9,4,Stevenson,17.9,20.7,15.5
2016,9,5,Pagode,17.8,22.9,12.5
2016,9,5,Stevenson,17.4,22.6,12.3
2016,9,6,Pagode,18.3,24,12.2
2016,9,6,Stevenson,18,23.5,12.1
2016,9,7,Pagode,19.2,27.4,12.6
2016,9,7,Stevenson,18.9,26.8,12.4
2016,9,8,Pagode,NA,NA,NA
2016,9,8,Stevenson,NA,NA,NA
2016,9,9,Pagode,17.5,23.8,12.2
2016,9,9,Stevenson,17.2,23.1,12.2
2016,9,10,Pagode,18.9,26.1,12.3
2016,9,10,Stevenson,18.6,25.6,12.1
2016,9,11,Pagode,18.7,21.9,15.6
2016,9,11,Stevenson,18.5,21.5,15.3
2016,9,12,Pagode,21.4,28.7,15.7
2016,9,12,Stevenson,21.1,28.2,15.5
2016,9,13,Pagode,24.3,32,16.7
2016,9,13,Stevenson,24.1,31.5,16.7
2016,9,14,Pagode,NA,NA,NA
2016,9,14,Stevenson,NA,NA,NA
2016,9,15,Pagode,23,29.7,16.7
2016,9,15,Stevenson,22.8,29.2,16.5
2016,9,16,Pagode,17.6,21.6,15.6
2016,9,16,Stevenson,17.4,21.2,15.5
2016,9,17,Pagode,NA,NA,NA
2016,9,17,Stevenson,NA,NA,NA
2016,9,18,Pagode,17.1,20.9,14.2
2016,9,18,Stevenson,16.8,20.4,14
2016,9,19,Pagode,NA,NA,NA
2016,9,19,Stevenson,NA,NA,NA
2016,9,20,Pagode,14.9,20.7,8.6
2016,9,20,Stevenson,14.6,19.7,8.4
2016,9,21,Pagode,15.5,21.3,9.8
2016,9,21,Stevenson,15.2,20.8,9.7
2016,9,22,Pagode,14.4,21.7,8
2016,9,22,Stevenson,14.1,21.2,7.8
2016,9,23,Pagode,14.1,20.7,8.2
2016,9,23,Stevenson,13.8,20.1,8
2016,9,24,Pagode,15.8,24.1,8.5
2016,9,24,Stevenson,15.5,23.6,8.3
2016,9,25,Pagode,16.4,24.7,11.7
2016,9,25,Stevenson,16.1,24.2,11.3
2016,9,26,Pagode,13.9,19.4,8.4
2016,9,26,Stevenson,13.6,18.9,8.3
2016,9,27,Pagode,14.8,20.9,6.4
2016,9,27,Stevenson,14.5,20.5,6.3
2016,9,28,Pagode,18.8,22,16.2
2016,9,28,Stevenson,18.6,21.5,16.1
2016,9,29,Pagode,16,17.9,13.7
2016,9,29,Stevenson,15.8,17.7,13.5
2016,9,30,Pagode,14.6,18.9,11.4
2016,9,30,Stevenson,14.4,18.4,11.1
2016,10,1,Pagode,13.8,18,10.5
2016,10,1,Stevenson,13.6,17.5,10.3
2016,10,2,Pagode,12.1,16.1,8.9
2016,10,2,Stevenson,11.9,15.6,8.8
2016,10,3,Pagode,14.6,19.5,11
2016,10,3,Stevenson,14.2,18.7,10.9
2016,10,4,Pagode,13.3,17.5,10.2
2016,10,4,Stevenson,13.1,17,10
2016,10,5,Pagode,10.2,14.4,5.9
2016,10,5,Stevenson,9.9,13.9,5.6
2016,10,6,Pagode,9.6,13,4.6
2016,10,6,Stevenson,9.4,12.7,4.3
2016,10,7,Pagode,12,14.7,10.2
2016,10,7,Stevenson,11.8,14.3,10.1
2016,10,8,Pagode,11.4,14.6,7
2016,10,8,Stevenson,11.1,14.1,6.7
2016,10,9,Pagode,8.6,15.1,2.4
2016,10,9,Stevenson,8.2,14.5,2.4
2016,10,10,Pagode,8.3,13.9,2.6
2016,10,10,Stevenson,8,13.1,2.5
2016,10,11,Pagode,8.4,13,1
2016,10,11,Stevenson,8.2,12.5,0.9
2016,10,12,Pagode,9.1,11.2,7.2
2016,10,12,Stevenson,9,10.8,7.1
2016,10,13,Pagode,9.3,11.6,7.9
2016,10,13,Stevenson,9.1,11.3,7.8
2016,10,14,Pagode,10.2,13.6,7.5
2016,10,14,Stevenson,10,13.3,7.4
2016,10,15,Pagode,10.8,13.9,9.1
2016,10,15,Stevenson,10.7,13.7,8.9
2016,10,16,Pagode,13.6,19.1,8.5
2016,10,16,Stevenson,13.4,18.8,8.4
2016,10,17,Pagode,NA,NA,NA
2016,10,17,Stevenson,NA,NA,NA
2016,10,18,Pagode,10.2,13,6.9
2016,10,18,Stevenson,10,12.8,6.6
2016,10,19,Pagode,8.9,12.2,5.3
2016,10,19,Stevenson,8.7,11.7,5.1
2016,10,20,Pagode,8.6,12.2,4.2
2016,10,20,Stevenson,8.4,11.9,4
2016,10,21,Pagode,7.7,13.1,2.2
2016,10,21,Stevenson,7.4,12.5,2.2
2016,10,22,Pagode,7.1,10.6,1.6
2016,10,22,Stevenson,6.9,10.2,1.5
2016,10,23,Pagode,5.2,12.2,-0.4
2016,10,23,Stevenson,4.9,11.6,-0.5
2016,10,24,Pagode,7.2,9.5,4.5
2016,10,24,Stevenson,7.1,9.3,4.3
2016,10,25,Pagode,8.8,10.3,8
2016,10,25,Stevenson,8.7,10,7.9
2016,10,26,Pagode,9.6,13,5
2016,10,26,Stevenson,9.4,12.6,4.8
2016,10,27,Pagode,11.8,14.1,10.4
2016,10,27,Stevenson,11.7,13.8,10.3
2016,10,28,Pagode,13,14.8,10.5
2016,10,28,Stevenson,12.9,14.7,10.4
2016,10,29,Pagode,10.1,15.7,5.9
2016,10,29,Stevenson,9.9,15.3,5.8
2016,10,30,Pagode,9.2,15.1,4.8
2016,10,30,Stevenson,9,14.9,4.6
2016,10,31,Pagode,9.2,16.5,3.6
2016,10,31,Stevenson,9,16.2,3.5
2016,11,1,Pagode,8.4,14,4.5
2016,11,1,Stevenson,8.1,13.4,4.3
2016,11,2,Pagode,7.4,12.2,3.2
2016,11,2,Stevenson,7.2,11.8,3.1
2016,11,3,Pagode,6.7,12.5,1.6
2016,11,3,Stevenson,6.5,11.9,1.5
2016,11,4,Pagode,7.7,9.9,6.4
2016,11,4,Stevenson,7.6,9.7,6.3
2016,11,5,Pagode,6.9,10.9,4.7
2016,11,5,Stevenson,6.7,10.5,4.5
2016,11,6,Pagode,6.2,9.2,2.9
2016,11,6,Stevenson,6,9,2.8
2016,11,7,Pagode,4.4,5.9,0.5
2016,11,7,Stevenson,4.3,5.7,0.3
2016,11,8,Pagode,2.2,5.9,-2.3
2016,11,8,Stevenson,2,5.6,-2.5
2016,11,9,Pagode,3.1,4.4,0.7
2016,11,9,Stevenson,3,4.2,0.6
2016,11,10,Pagode,4.1,5.3,3.2
2016,11,10,Stevenson,4,5.2,3.1
2016,11,11,Pagode,2.3,6.2,-2.6
2016,11,11,Stevenson,2,5.7,-2.7
2016,11,12,Pagode,2.1,5.1,-2.3
2016,11,12,Stevenson,1.9,4.9,-2.4
2016,11,13,Pagode,2.9,4.8,-0.6
2016,11,13,Stevenson,2.8,4.6,-0.7
2016,11,14,Pagode,3.2,6.9,-1.5
2016,11,14,Stevenson,3.1,6.8,-1.7
2016,11,15,Pagode,10.8,12.9,7
2016,11,15,Stevenson,10.7,12.8,6.9
2016,11,16,Pagode,12.1,14.4,9.3
2016,11,16,Stevenson,11.9,14.1,9.1
2016,11,17,Pagode,9.4,11.5,7.4
2016,11,17,Stevenson,9.2,11.1,7.2
2016,11,18,Pagode,6.1,8.1,3.2
2016,11,18,Stevenson,5.9,8,3
2016,11,19,Pagode,6,8.4,4.1
2016,11,19,Stevenson,5.8,8.1,4
2016,11,20,Pagode,8.4,12.4,5.1
2016,11,20,Stevenson,8.3,12.3,5
2016,11,21,Pagode,12.1,14.1,8.2
2016,11,21,Stevenson,12,13.9,8.2
2016,11,22,Pagode,11.3,13.8,7.3
2016,11,22,Stevenson,11.2,13.5,7.1
2016,11,23,Pagode,8.2,11.2,4.3
2016,11,23,Stevenson,8.1,11,4.2
2016,11,24,Pagode,7,9,3.3
2016,11,24,Stevenson,6.8,8.7,3.1
2016,11,25,Pagode,3.8,8.8,0.1
2016,11,25,Stevenson,3.5,8.5,-0.1
2016,11,26,Pagode,0.1,3.6,-2
2016,11,26,Stevenson,-0.2,3.4,-2.3
2016,11,27,Pagode,5.6,9.8,0.2
2016,11,27,Stevenson,5.4,9.4,-0.1
2016,11,28,Pagode,0.4,4.7,-3.2
2016,11,28,Stevenson,0.2,4.4,-3.4
2016,11,29,Pagode,-2.5,4.3,-6.7
2016,11,29,Stevenson,-2.7,4.5,-7
2016,11,30,Pagode,2,7,-6.4
2016,11,30,Stevenson,1.8,6.8,-6.7
2016,12,1,Pagode,7.9,9.5,5.4
2016,12,1,Stevenson,7.8,9.4,5.3
2016,12,2,Pagode,5.7,9.1,-1.9
2016,12,2,Stevenson,5.5,8.8,-2
2016,12,3,Pagode,0.5,7.8,-3.4
2016,12,3,Stevenson,0.2,7.5,-3.5
2016,12,4,Pagode,-0.6,4.4,-4.2
2016,12,4,Stevenson,-0.9,4,-4.5
2016,12,5,Pagode,-2,4.1,-6.3
2016,12,5,Stevenson,-2.2,4.2,-6.5
2016,12,6,Pagode,0.4,5.1,-4.7
2016,12,6,Stevenson,0.2,5.1,-4.9
2016,12,7,Pagode,6.2,9.4,2.1
2016,12,7,Stevenson,6.1,9.3,2
2016,12,8,Pagode,8.2,9.6,6.2
2016,12,8,Stevenson,8.1,9.5,6.2
2016,12,9,Pagode,9.2,10.5,7.4
2016,12,9,Stevenson,9.1,10.3,7.2
2016,12,10,Pagode,7.8,9.2,6.6
2016,12,10,Stevenson,7.7,9.1,6.6
2016,12,11,Pagode,8.4,9.6,6.2
2016,12,11,Stevenson,8.3,9.4,6.2
2016,12,12,Pagode,5.5,8.2,1.4
2016,12,12,Stevenson,5.4,8.1,1.3
2016,12,13,Pagode,6.6,7.5,5.5
2016,12,13,Stevenson,6.5,7.4,5.4
2016,12,14,Pagode,7.6,9.3,5.9
2016,12,14,Stevenson,7.4,9.2,5.8
2016,12,15,Pagode,6.7,8,5.5
2016,12,15,Stevenson,6.6,7.9,5.3
2016,12,16,Pagode,5.7,7.8,3.5
2016,12,16,Stevenson,5.5,7.7,3.4
2016,12,17,Pagode,6.1,8.4,3.6
2016,12,17,Stevenson,6,8.4,3.4
2016,12,18,Pagode,6.4,9.4,3.1
2016,12,18,Stevenson,6.3,9.2,3
2016,12,19,Pagode,4.7,8,0.6
2016,12,19,Stevenson,4.5,7.7,0.4
2016,12,20,Pagode,-0.4,1.1,-1.9
2016,12,20,Stevenson,-0.6,0.8,-2.1
2016,12,21,Pagode,4.1,7.1,0.1
2016,12,21,Stevenson,4,7.1,0
2016,12,22,Pagode,6,7,4.9
2016,12,22,Stevenson,5.9,6.9,4.8
2016,12,23,Pagode,6,8.1,4.4
2016,12,23,Stevenson,5.9,7.9,4.3
2016,12,24,Pagode,7.9,9.6,6.2
2016,12,24,Stevenson,7.8,9.6,6.1
2016,12,25,Pagode,10.4,11.8,8.1
2016,12,25,Stevenson,10.2,11.7,8
2016,12,26,Pagode,8.4,11.9,5.7
2016,12,26,Stevenson,8.3,11.8,5.6
2016,12,27,Pagode,6.4,9.8,3.1
2016,12,27,Stevenson,6.2,9.6,3
2016,12,28,Pagode,1.4,4,-2.3
2016,12,28,Stevenson,1.2,3.8,-2.6
2016,12,29,Pagode,-2,-0.8,-3.7
2016,12,29,Stevenson,-2.2,-1,-3.8
2016,12,30,Pagode,-1.2,1.6,-3.9
2016,12,30,Stevenson,-1.3,1.4,-4
2016,12,31,Pagode,1.9,3.4,0.9
2016,12,31,Stevenson,1.8,3.2,0.8
2017,1,1,Pagode,0.6,1.8,-0.7
2017,1,1,Stevenson,0.5,1.8,-0.8
2017,1,2,Pagode,2.7,7.3,-0.3
2017,1,2,Stevenson,2.5,7.1,-0.5
2017,1,3,Pagode,4.9,7.1,0.7
2017,1,3,Stevenson,4.8,7,0.7
2017,1,4,Pagode,5.5,7.3,1.7
2017,1,4,Stevenson,5.4,7.2,1.6
2017,1,5,Pagode,0.2,3.6,-5.2
2017,1,5,Stevenson,-0,3.2,-5.5
2017,1,6,Pagode,-2.8,-0.2,-6
2017,1,6,Stevenson,-2.9,-0.4,-6.2
2017,1,7,Pagode,-0.3,2.1,-1.9
2017,1,7,Stevenson,-0.4,1.9,-2
2017,1,8,Pagode,3.9,5.5,2.5
2017,1,8,Stevenson,3.9,5.4,2.3
2017,1,9,Pagode,4.9,5.9,3.6
2017,1,9,Stevenson,4.8,5.8,3.5
2017,1,10,Pagode,5.2,6.9,2.5
2017,1,10,Stevenson,5.1,6.7,2.3
2017,1,11,Pagode,7.2,10.6,5.8
2017,1,11,Stevenson,7.1,10.3,5.6
2017,1,12,Pagode,5.4,7.6,0.3
2017,1,12,Stevenson,5.3,7.3,0.2
2017,1,13,Pagode,2.9,5.3,0.3
2017,1,13,Stevenson,2.7,5.3,0.2
2017,1,14,Pagode,1.7,4.4,-0.3
2017,1,14,Stevenson,1.5,4.4,-0.4
2017,1,15,Pagode,0.7,4.6,-1.3
2017,1,15,Stevenson,0.5,4.7,-1.4
2017,1,16,Pagode,-1.3,1,-4.2
2017,1,16,Stevenson,-1.5,0.8,-4.4
2017,1,17,Pagode,-3.3,0,-4.8
2017,1,17,Stevenson,-3.5,0.2,-4.9
2017,1,18,Pagode,-3.6,-2,-5.1
2017,1,18,Stevenson,-3.8,-2.1,-5.2
2017,1,19,Pagode,-1.6,3.4,-5.2
2017,1,19,Stevenson,-1.8,3,-5.5
2017,1,20,Pagode,0.1,5.5,-4.5
2017,1,20,Stevenson,-0.1,5.2,-4.6
2017,1,21,Pagode,0.5,5.5,-4.2
2017,1,21,Stevenson,0.3,5,-4.4
2017,1,22,Pagode,-1.5,4.1,-7
2017,1,22,Stevenson,-1.7,3.9,-7.3
2017,1,23,Pagode,1.7,3.1,0
2017,1,23,Stevenson,1.5,2.9,-0.1
2017,1,24,Pagode,1,2.1,0.1
2017,1,24,Stevenson,0.9,2,0
2017,1,25,Pagode,-0.8,0.7,-3.7
2017,1,25,Stevenson,-0.9,0.5,-3.9
2017,1,26,Pagode,-2.4,0.9,-4.6
2017,1,26,Stevenson,-2.6,0.7,-4.8
2017,1,27,Pagode,0.9,5.4,-5.4
2017,1,27,Stevenson,0.8,5.2,-5.7
2017,1,28,Pagode,5.5,8.3,2.4
2017,1,28,Stevenson,5.4,8.2,2.3
2017,1,29,Pagode,4.9,6.6,3.7
2017,1,29,Stevenson,4.7,6.4,3.6
2017,1,30,Pagode,5,7.3,2.9
2017,1,30,Stevenson,4.9,7.1,2.8
2017,1,31,Pagode,NA,NA,NA
2017,1,31,Stevenson,NA,NA,NA
2017,2,1,Pagode,3.5,5.5,0.8
2017,2,1,Stevenson,3.4,5.4,0.7
2017,2,2,Pagode,8.7,12.9,5.5
2017,2,2,Stevenson,8.5,12.7,5.3
2017,2,3,Pagode,8.9,11.9,6.5
2017,2,3,Stevenson,8.7,11.7,6.4
2017,2,4,Pagode,5.9,7.6,3.2
2017,2,4,Stevenson,5.7,7.5,3
2017,2,5,Pagode,4.6,8,0.1
2017,2,5,Stevenson,4.4,7.7,0
2017,2,6,Pagode,4.2,6.7,0.2
2017,2,6,Stevenson,4,6.5,0
2017,2,7,Pagode,2.5,4,1
2017,2,7,Stevenson,2.4,3.8,0.9
2017,2,8,Pagode,0.1,1,-1
2017,2,8,Stevenson,0,0.9,-1.1
2017,2,9,Pagode,-1.4,-0.9,-2.6
2017,2,9,Stevenson,-1.5,-1.1,-2.7
2017,2,10,Pagode,-2.2,-1.3,-4.1
2017,2,10,Stevenson,-2.4,-1.4,-4.3
2017,2,11,Pagode,-0.3,1.2,-1.5
2017,2,11,Stevenson,-0.4,1,-1.6
2017,2,12,Pagode,0.9,3.1,-0.5
2017,2,12,Stevenson,0.6,2.6,-0.8
2017,2,13,Pagode,2.5,7.4,-1.1
2017,2,13,Stevenson,2.3,7.1,-1.2
2017,2,14,Pagode,4.2,9.5,0
2017,2,14,Stevenson,4.1,9.4,-0.2
2017,2,15,Pagode,7.7,13.7,1.5
2017,2,15,Stevenson,7.5,13.6,1.3
2017,2,16,Pagode,6.9,9.8,5.5
2017,2,16,Stevenson,6.8,9.7,5.4
2017,2,17,Pagode,7.1,9,5.2
2017,2,17,Stevenson,6.9,8.8,5.1
2017,2,18,Pagode,5.7,10.5,3.4
2017,2,18,Stevenson,5.6,10.2,3.3
2017,2,19,Pagode,6.1,9.4,3.2
2017,2,19,Stevenson,6,9.2,3.1
2017,2,20,Pagode,9.1,10.8,7.2
2017,2,20,Stevenson,9,10.7,7.1
2017,2,21,Pagode,9.8,11.5,8.3
2017,2,21,Stevenson,9.6,11.2,8.2
2017,2,22,Pagode,9.6,10.9,8
2017,2,22,Stevenson,9.5,10.7,7.9
2017,2,23,Pagode,8.1,10.5,4.1
2017,2,23,Stevenson,8,10.3,4
2017,2,24,Pagode,4.6,9.3,0.1
2017,2,24,Stevenson,4.4,8.9,-0.2
2017,2,25,Pagode,5.7,8.9,1
2017,2,25,Stevenson,5.6,8.8,0.9
2017,2,26,Pagode,8.7,10.6,6.8
2017,2,26,Stevenson,8.6,10.5,6.6
2017,2,27,Pagode,8.9,10.6,4.1
2017,2,27,Stevenson,8.8,10.4,4.1
2017,2,28,Pagode,4.8,6.5,3.2
2017,2,28,Stevenson,4.6,6.3,3.1
2017,3,1,Pagode,6.4,9.6,3.3
2017,3,1,Stevenson,6.2,9.3,3.2
2017,3,2,Pagode,6.7,8.2,4.3
2017,3,2,Stevenson,6.5,8.1,4.2
2017,3,3,Pagode,6,8.8,1.7
2017,3,3,Stevenson,5.9,8.7,1.5
2017,3,4,Pagode,9.4,13.4,6.2
2017,3,4,Stevenson,9.2,13,6
2017,3,5,Pagode,7.1,10.7,4.4
2017,3,5,Stevenson,7,10.4,4.3
2017,3,6,Pagode,6.1,10.1,3.6
2017,3,6,Stevenson,5.9,9.8,3.4
2017,3,7,Pagode,6.7,9.9,4.2
2017,3,7,Stevenson,6.5,9.5,3.9
2017,3,8,Pagode,6.1,10.6,2.1
2017,3,8,Stevenson,6,10.4,2
2017,3,9,Pagode,7.8,13.4,1.6
2017,3,9,Stevenson,7.6,13,1.4
2017,3,10,Pagode,6.8,11.6,-0.3
2017,3,10,Stevenson,6.6,11.2,-0.4
2017,3,11,Pagode,7.9,13,2.9
2017,3,11,Stevenson,7.7,12.9,2.6
2017,3,12,Pagode,8.7,15.4,2.4
2017,3,12,Stevenson,8.4,15.1,2
2017,3,13,Pagode,6.9,14.4,0.3
2017,3,13,Stevenson,6.6,14,0
2017,3,14,Pagode,8.9,14.9,4
2017,3,14,Stevenson,8.7,14.4,3.8
2017,3,15,Pagode,9.5,15,2.2
2017,3,15,Stevenson,9.2,14.5,1.9
2017,3,16,Pagode,9.7,17,1.9
2017,3,16,Stevenson,9.4,16.7,1.7
2017,3,17,Pagode,8.5,10.9,6.8
2017,3,17,Stevenson,8.3,10.3,6.7
2017,3,18,Pagode,9.8,12.9,7.5
2017,3,18,Stevenson,9.6,12.6,7.4
2017,3,19,Pagode,11.4,12.8,9.9
2017,3,19,Stevenson,11.2,12.7,9.8
2017,3,20,Pagode,10.5,11.4,8.8
2017,3,20,Stevenson,10.3,11.2,8.6
2017,3,21,Pagode,7.8,10.6,2.7
2017,3,21,Stevenson,7.6,9.9,2.5
2017,3,22,Pagode,6.7,12.6,0.5
2017,3,22,Stevenson,6.5,12.1,0.2
2017,3,23,Pagode,8.6,14.3,2.3
2017,3,23,Stevenson,8.3,13.8,2.2
2017,3,24,Pagode,8.9,14.7,3.6
2017,3,24,Stevenson,8.6,14.2,3.4
2017,3,25,Pagode,9,14.8,3
2017,3,25,Stevenson,8.7,14.4,2.7
2017,3,26,Pagode,8.4,13.5,3.9
2017,3,26,Stevenson,8.1,13,3.7
2017,3,27,Pagode,10,18,2.9
2017,3,27,Stevenson,9.7,17.6,2.5
2017,3,28,Pagode,11.5,20,1.2
2017,3,28,Stevenson,11.2,19.5,1
2017,3,29,Pagode,12.6,15,10.3
2017,3,29,Stevenson,12.4,14.7,10.2
2017,3,30,Pagode,16.2,22,11.3
2017,3,30,Stevenson,15.9,21.7,11.1
2017,3,31,Pagode,14.9,22.1,9.9
2017,3,31,Stevenson,14.7,21.6,9.8
2017,4,1,Pagode,11.1,14.4,6.7
2017,4,1,Stevenson,10.9,14,6.5
2017,4,2,Pagode,10.6,17.6,4.6
2017,4,2,Stevenson,10.3,17,4.5
2017,4,3,Pagode,8.6,14.4,3.3
2017,4,3,Stevenson,8.4,14.3,3.1
2017,4,4,Pagode,10.1,17.1,2.9
2017,4,4,Stevenson,9.7,16.6,2.7
2017,4,5,Pagode,9.2,13.5,5.4
2017,4,5,Stevenson,8.9,12.9,5.3
2017,4,6,Pagode,8.2,11.9,4.7
2017,4,6,Stevenson,8,11.5,4.5
2017,4,7,Pagode,10.6,14.5,7.2
2017,4,7,Stevenson,10.4,14,7.2
2017,4,8,Pagode,10.3,15.7,3.4
2017,4,8,Stevenson,10,15.5,3.1
2017,4,9,Pagode,12.1,21.2,1.2
2017,4,9,Stevenson,11.8,21,0.9
2017,4,10,Pagode,10.1,15.2,4.2
2017,4,10,Stevenson,9.8,15.2,4
2017,4,11,Pagode,9.6,14.5,2.9
2017,4,11,Stevenson,9.3,13.8,2.7
2017,4,12,Pagode,9.9,12.2,8.1
2017,4,12,Stevenson,9.7,11.7,8
2017,4,13,Pagode,9.4,13.8,5.4
2017,4,13,Stevenson,9.1,13.1,5.2
2017,4,14,Pagode,9.9,13.2,6.2
2017,4,14,Stevenson,9.7,12.6,6.1
2017,4,15,Pagode,9.9,13,6
2017,4,15,Stevenson,9.6,12.3,5.9
2017,4,16,Pagode,8.1,11.4,4.7
2017,4,16,Stevenson,7.8,11.1,4.6
2017,4,17,Pagode,6.7,11.8,2.1
2017,4,17,Stevenson,6.4,11.1,1.9
2017,4,18,Pagode,6.4,11.5,1.3
2017,4,18,Stevenson,6.1,10.8,1.1
2017,4,19,Pagode,4.4,8.6,-0.8
2017,4,19,Stevenson,4.2,8.2,-0.9
2017,4,20,Pagode,7,13.1,-3
2017,4,20,Stevenson,6.7,12.7,-3.2
2017,4,21,Pagode,11.4,15.4,8.6
2017,4,21,Stevenson,11.2,14.8,8.5
2017,4,22,Pagode,8.1,12,4
2017,4,22,Stevenson,7.8,11.3,3.8
2017,4,23,Pagode,7,12.1,2.7
2017,4,23,Stevenson,6.6,11.5,2.3
2017,4,24,Pagode,9.4,13.2,4.3
2017,4,24,Stevenson,9.2,12.8,4.1
2017,4,25,Pagode,6.1,10.5,2.4
2017,4,25,Stevenson,5.7,9.9,2.2
2017,4,26,Pagode,5.4,11.5,-1
2017,4,26,Stevenson,5.1,10.6,-1.2
2017,4,27,Pagode,6.5,11.3,-1.6
2017,4,27,Stevenson,6.2,10.8,-1.7
2017,4,28,Pagode,8,12.2,3.7
2017,4,28,Stevenson,7.6,11.6,3.4
2017,4,29,Pagode,8.3,14.2,1
2017,4,29,Stevenson,8,13.2,0.9
2017,4,30,Pagode,12.8,18.8,4
2017,4,30,Stevenson,12.5,18.5,3.8
2017,5,1,Pagode,12.1,14,8.8
2017,5,1,Stevenson,11.9,13.8,8.6
2017,5,2,Pagode,10.3,15.6,5.6
2017,5,2,Stevenson,10.1,14.9,5.5
2017,5,3,Pagode,10.9,15.5,7.7
2017,5,3,Stevenson,10.7,15.2,7.6
2017,5,4,Pagode,10.7,13.6,8
2017,5,4,Stevenson,10.5,13.3,7.9
2017,5,5,Pagode,9.2,11.2,7.3
2017,5,5,Stevenson,9,11,7.1
2017,5,6,Pagode,13.2,19.1,6.4
2017,5,6,Stevenson,12.9,18.7,6.2
2017,5,7,Pagode,11.8,16.9,8.5
2017,5,7,Stevenson,11.6,16.3,8.3
2017,5,8,Pagode,10,15.5,4.3
2017,5,8,Stevenson,9.8,15,4.1
2017,5,9,Pagode,8.5,14.5,1.9
2017,5,9,Stevenson,8.2,13.6,1.7
2017,5,10,Pagode,9.4,16,0.3
2017,5,10,Stevenson,9,15.6,0.2
