# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Parallel measurements at the KNMI terrain in De Bilt the Netherlands in the period 1947-1950 as described in T. Brandsma, Pagodemetingen De Bilt, Meterologica 1, p12-16, 2019. 
# 
# Location: LON(east) = 5.18,  LAT(north) = 52.1
# Altitude:    ALT(m) = 1.90
# 
# year = year;
# month = month;
# day = day;
# TN_Pag = daily minimum temperature Pagode measured from 19-19 UTC (degree Celsius); 
# TX_Pag = daily maximum temperature Pagode measured from 19-19 UTC (degree Celsius); 
# TN_Stev = daily minimum temperature Stevenson measured from 19-19 UTC (degree Celsius); 
# TX_Stev = daily maximum temperature Stevenson measured from 19-19 UTC (degree Celsius); 
# period = observation period (1 = 25 Mar 1947 - 28 Feb 1949, 2 = 1 Mar 1949 - 31 Mar 1950, 3 = 1 Apr 1950 - 31 Aug 1950)
#
#
year,month,day,TN_Pag,TX_Pag,TN_Stev,TX_Stev,period
1947,3,25,0.6,9.8,NA,NA,period 1
1947,3,26,0.3,12.6,0.4,12.4,period 1
1947,3,27,3,12.3,NA,NA,period 1
1947,3,28,6.7,14.9,7.2,14.8,period 1
1947,3,29,9.5,16.9,9.5,16.6,period 1
1947,3,30,7.6,13.1,7.6,NA,period 1
1947,3,31,4.7,14.8,5.2,14.8,period 1
1947,4,1,3.9,9.2,3.8,9.3,period 1
1947,4,2,0.7,10.1,0.6,10,period 1
1947,4,3,0.7,6.3,0.5,6.4,period 1
1947,4,4,3.6,11.1,3.7,11,period 1
1947,4,5,-0.3,8.8,-0.6,8.8,period 1
1947,4,6,7,11,7.1,11.1,period 1
1947,4,7,7.2,12.7,7.3,12.6,period 1
1947,4,8,7,14.3,7.2,14.5,period 1
1947,4,9,2,9.4,2.2,9,period 1
1947,4,10,-1.3,11.8,-1.3,11.6,period 1
1947,4,11,-1.1,15.1,-1,15.1,period 1
1947,4,12,2.9,16,3,15.6,period 1
1947,4,13,4.1,18,4.2,17.6,period 1
1947,4,14,3,18.5,3.7,17.7,period 1
1947,4,15,5.7,15,5.7,14.7,period 1
1947,4,16,8,17.1,8.4,17.3,period 1
1947,4,17,5.5,16.3,6.1,16.1,period 1
1947,4,18,2.7,16.9,2.6,16.2,period 1
1947,4,19,5.2,16,5.4,15.6,period 1
1947,4,20,4,19.4,3.9,19.3,period 1
1947,4,21,8.9,16,8.9,16,period 1
1947,4,22,9.2,17.2,9.4,16.7,period 1
1947,4,23,6.8,14.2,6.8,14.1,period 1
1947,4,24,8.4,13.8,8.2,13.5,period 1
1947,4,25,5.1,20.1,5.5,19.7,period 1
1947,4,26,8.8,16.6,9.2,16.7,period 1
1947,4,27,0.9,19.3,0.5,18.7,period 1
1947,4,28,8.8,13.9,8.9,14,period 1
1947,4,29,6.9,11.9,7.4,11.4,period 1
1947,4,30,5.2,10,5.3,9.9,period 1
1947,5,1,5.1,10,5.2,10.1,period 1
1947,5,2,4.3,7.9,4.7,7.9,period 1
1947,5,3,5.9,16.5,6.4,16.4,period 1
1947,5,4,7.2,12.4,7.5,12.6,period 1
1947,5,5,7.7,13.7,7.9,13.6,period 1
1947,5,6,5,19.8,5.1,19,period 1
1947,5,7,7,23.2,7,23,period 1
1947,5,8,11,24.5,10.9,24.2,period 1
1947,5,9,11.9,27.7,12.1,27.7,period 1
1947,5,10,15.6,27.8,16.2,27.4,period 1
1947,5,11,13.2,20.3,13.5,20.2,period 1
1947,5,12,13.9,23.9,13.7,23.7,period 1
1947,5,13,13.8,28,14,27.7,period 1
1947,5,14,13.7,27.1,14,26.9,period 1
1947,5,15,11,22.8,11.1,23,period 1
1947,5,16,9.8,17.9,NA,NA,period 1
1947,5,17,10.3,17.2,NA,NA,period 1
1947,5,18,10.1,14,NA,NA,period 1
1947,5,19,9.4,17.3,NA,NA,period 1
1947,5,20,5.5,18.1,NA,NA,period 1
1947,5,21,8.8,17.7,NA,NA,period 1
1947,5,22,8.2,21,NA,NA,period 1
1947,5,23,11,19.7,NA,NA,period 1
1947,5,24,12.5,20.6,NA,NA,period 1
1947,5,25,9.2,22.3,NA,NA,period 1
1947,5,26,8.8,26.6,NA,NA,period 1
1947,5,27,11.7,20.1,NA,NA,period 1
1947,5,28,7,23,NA,NA,period 1
1947,5,29,10.8,24.8,NA,NA,period 1
1947,5,30,13.2,27.2,NA,NA,period 1
1947,5,31,15,29.1,NA,NA,period 1
1947,6,1,16.7,31.2,NA,NA,period 1
1947,6,2,15.3,30.7,NA,NA,period 1
1947,6,3,17.8,33.7,NA,NA,period 1
1947,6,4,19.9,28.1,20,28.3,period 1
1947,6,5,13,22.1,13.2,21.9,period 1
1947,6,6,9.9,15.2,10.1,15.3,period 1
1947,6,7,10.8,16.2,10.8,15.9,period 1
1947,6,8,11.8,16.7,11.9,15.9,period 1
1947,6,9,9.5,15.8,9.3,15.5,period 1
1947,6,10,6.9,18,6.6,17.4,period 1
1947,6,11,10.6,18.6,10.3,18.4,period 1
1947,6,12,4.4,16.5,3.3,16.5,period 1
1947,6,13,4.4,16.4,3.2,15.5,period 1
1947,6,14,6.9,18.9,6.2,18,period 1
1947,6,15,12.3,18,12.3,18,period 1
1947,6,16,10.9,19.9,10.6,19.6,period 1
1947,6,17,9.1,24.6,8.9,24.1,period 1
1947,6,18,12.7,27.4,12.8,26.5,period 1
1947,6,19,14.9,23.3,15,23.3,period 1
1947,6,20,9.8,23.3,10.1,22.1,period 1
1947,6,21,14.1,20.2,14.2,20,period 1
1947,6,22,8,20,7.9,18.9,period 1
1947,6,23,12.1,20.2,12.2,19.9,period 1
1947,6,24,11.5,24.3,11.1,23.9,period 1
1947,6,25,14.2,30.1,14.2,29.3,period 1
1947,6,26,10.9,30.9,10.7,30.2,period 1
1947,6,27,21.1,36.8,21.2,36.6,period 1
1947,6,28,17.9,35.2,17.9,35,period 1
1947,6,29,19,31.9,18.9,32,period 1
1947,6,30,14.8,25,15.3,23.9,period 1
1947,7,1,12,21.2,12,20.6,period 1
1947,7,2,12.4,22.9,12.4,22.7,period 1
1947,7,3,14.8,26.3,14.6,25.8,period 1
1947,7,4,11.9,28.7,12,28.3,period 1
1947,7,5,14.3,22.3,14.3,22.4,period 1
1947,7,6,9.2,18.2,9.1,17.4,period 1
1947,7,7,12.1,20.1,11.9,19.9,period 1
1947,7,8,9.1,18,9,17.6,period 1
1947,7,9,11.7,17.4,12.1,16.9,period 1
1947,7,10,8.3,15.6,8.5,15.5,period 1
1947,7,11,12.1,17.4,12.2,16.6,period 1
1947,7,12,11,20.1,10.9,19.9,period 1
1947,7,13,10,22.4,9.9,22.2,period 1
1947,7,14,11.9,23.5,11.9,23,period 1
1947,7,15,13.8,26.8,13.9,26,period 1
1947,7,16,16.1,28.2,16.3,28,period 1
1947,7,17,15.5,29.3,15.4,28.6,period 1
1947,7,18,15.9,26.5,16,25.8,period 1
1947,7,19,12.3,24.9,12.2,24.1,period 1
1947,7,20,13,25.3,13.1,24.5,period 1
1947,7,21,10.2,24.3,11.3,24,period 1
1947,7,22,16.2,31.5,16.4,31.2,period 1
1947,7,23,17.1,32.5,17.8,32.9,period 1
1947,7,24,17.9,27.6,17.7,27,period 1
1947,7,25,14.5,29.9,14.2,29.3,period 1
1947,7,26,16.8,28.2,17.1,27.8,period 1
1947,7,27,14.9,30.5,15,30,period 1
1947,7,28,14.9,31.1,14.8,30.8,period 1
1947,7,29,20.8,30.3,21,29.4,period 1
1947,7,30,15,25.4,15.3,24.7,period 1
1947,7,31,13.5,23.7,13.6,22.9,period 1
1947,8,1,10.8,24.7,10.9,24.2,period 1
1947,8,2,11.6,25.6,11.2,25.4,period 1
1947,8,3,15.4,24.9,15.8,24.5,period 1
1947,8,4,11.9,28.3,11.6,28,period 1
1947,8,5,15.7,23.4,15.7,23.4,period 1
1947,8,6,15.2,19.1,15.3,18.6,period 1
1947,8,7,15,19.4,15.2,19.4,period 1
1947,8,8,12.4,21.2,12.1,20,period 1
1947,8,9,9.3,20.3,9.1,20.2,period 1
1947,8,10,12.3,24.5,12.3,23.9,period 1
1947,8,11,13.4,26.1,13.7,25.5,period 1
1947,8,12,11.6,26.6,12.4,26.4,period 1
1947,8,13,13,25.9,13.1,25.3,period 1
1947,8,14,13.1,29.8,13,29,period 1
1947,8,15,14.6,32.3,14.8,32.1,period 1
1947,8,16,18.6,34.1,18.5,33.6,period 1
1947,8,17,17,32.2,17,31.5,period 1
1947,8,18,16.2,31.8,16.5,31,period 1
1947,8,19,16.9,29.1,17.3,29.4,period 1
1947,8,20,15.5,27.3,15.6,27.1,period 1
1947,8,21,14.4,27.5,14.6,27.2,period 1
1947,8,22,14.3,26.2,14.4,25.8,period 1
1947,8,23,13.1,26.1,13.2,25.5,period 1
1947,8,24,12.3,25.4,12.4,25.4,period 1
1947,8,25,14,27.6,14.2,27,period 1
1947,8,26,13,26.7,13.2,25.9,period 1
1947,8,27,13.6,26.9,14,26.5,period 1
1947,8,28,14.8,23.5,14.9,22.9,period 1
1947,8,29,11.6,24.1,11.6,23.5,period 1
1947,8,30,12.6,24.3,12.7,24.1,period 1
1947,8,31,8.2,23.7,7.7,22.8,period 1
1947,9,1,9,23.3,NA,23.4,period 1
1947,9,2,12.1,23.5,12.3,23,period 1
1947,9,3,11.5,25.2,11.9,24.9,period 1
1947,9,4,10.3,25.4,10.2,24.9,period 1
1947,9,5,8.8,25.8,8.8,26,period 1
1947,9,6,8.9,25.1,9.2,24.9,period 1
1947,9,7,9.8,23,9.6,22.6,period 1
1947,9,8,11.8,20.5,11.7,20.4,period 1
1947,9,9,11.2,19.8,11.3,19.5,period 1
1947,9,10,14.9,22.9,15.2,22.7,period 1
1947,9,11,10.1,28.2,10.4,28.2,period 1
1947,9,12,15,26.3,15.3,26.5,period 1
1947,9,13,13.5,28.1,13.8,27.9,period 1
1947,9,14,14,24,14.2,23.8,period 1
1947,9,15,15.6,27.9,15.9,28,period 1
1947,9,16,17.4,30.5,17.6,30.4,period 1
1947,9,17,14.7,23.5,15.1,22.6,period 1
1947,9,18,12.4,23.8,12.4,23.7,period 1
1947,9,19,16.6,30.1,16.9,30.5,period 1
1947,9,20,16.9,25,17.2,25,period 1
1947,9,21,13,20.5,13.1,19.9,period 1
1947,9,22,9.4,19.3,9.5,18.6,period 1
1947,9,23,10,16.3,10,15.9,period 1
1947,9,24,5.9,17.8,5.9,17.5,period 1
1947,9,25,4,17.2,3.8,16.5,period 1
1947,9,26,10.9,18.9,10.9,18.9,period 1
1947,9,27,12.8,17.2,12.8,17.2,period 1
1947,9,28,13.8,19.1,13.8,18.8,period 1
1947,9,29,13,17.2,13,17.8,period 1
1947,9,30,7.3,16.1,7.5,15.3,period 1
1947,10,1,6.8,16.3,7.1,15.8,period 1
1947,10,2,8.3,16.4,8.4,16.2,period 1
1947,10,3,4.4,16.3,4.4,16.1,period 1
1947,10,4,2,18.4,2.4,18.8,period 1
1947,10,5,4.3,22,4.6,21.8,period 1
1947,10,6,4.3,21.1,4.7,20.8,period 1
1947,10,7,4,18.6,4.3,18.6,period 1
1947,10,8,10,18.1,10.1,17.8,period 1
1947,10,9,11.1,20.1,11,19.5,period 1
1947,10,10,7.6,19.3,7.5,18.9,period 1
1947,10,11,12.6,16.9,12.5,17,period 1
1947,10,12,10.2,19.4,10.4,19.7,period 1
1947,10,13,8.3,19.5,8.7,20.2,period 1
1947,10,14,7.9,16.3,8.1,16.2,period 1
1947,10,15,7.5,16.3,7.7,16.1,period 1
1947,10,16,10.3,15.5,10.5,15.5,period 1
1947,10,17,4.9,13.3,5.2,12.9,period 1
1947,10,18,1.9,13.2,2.5,13,period 1
1947,10,19,-0.4,12.6,-0.2,12.7,period 1
1947,10,20,0.6,12,0.5,12.1,period 1
1947,10,21,2.9,15.8,3.2,16.4,period 1
1947,10,22,5.4,17.7,5.5,17.6,period 1
1947,10,23,8.1,15.4,8.6,15.6,period 1
1947,10,24,5.9,10.9,6,11,period 1
1947,10,25,1.1,10.9,1.4,10.9,period 1
1947,10,26,-1.3,7.9,-1.2,7.8,period 1
1947,10,27,-0.2,8.4,-0.2,8.3,period 1
1947,10,28,0.6,4.8,0.7,4.8,period 1
1947,10,29,-0.3,8.8,-0.2,8.6,period 1
1947,10,30,0.7,7.8,0.9,7.8,period 1
1947,10,31,2.3,13,2,12.7,period 1
1947,11,1,0.3,9.7,0.3,9.9,period 1
1947,11,2,6.5,13.2,6.7,13.6,period 1
1947,11,3,7.2,13.8,7.4,13.8,period 1
1947,11,4,7,13.1,6.9,13,period 1
1947,11,5,5.8,13.8,5.8,13.5,period 1
1947,11,6,6.4,12.1,6.4,12.1,period 1
1947,11,7,7.1,11.8,7.4,11.8,period 1
1947,11,8,7,12.4,7,12.8,period 1
1947,11,9,8,12.1,8.3,12.4,period 1
1947,11,10,8.8,12.6,9.1,12.9,period 1
1947,11,11,7.4,13.9,7.5,14,period 1
1947,11,12,12.2,14.1,12.2,14.2,period 1
1947,11,13,7.6,13.8,7.8,13.7,period 1
1947,11,14,3.8,9,4.4,9.2,period 1
1947,11,15,4.3,8.2,4.6,8,period 1
1947,11,16,2.3,8,2.3,8,period 1
1947,11,17,-0.2,3.8,-0.5,4,period 1
1947,11,18,-1.6,4.8,-1.6,4.7,period 1
1947,11,19,-0.2,4,-0.5,3.9,period 1
1947,11,20,-2.5,12.4,-2.3,12.5,period 1
1947,11,21,12.1,15.7,12.4,15.7,period 1
1947,11,22,13.1,14.8,13.2,14.8,period 1
1947,11,23,11.9,14.4,12,14.6,period 1
1947,11,24,5.6,12.2,5.8,12.6,period 1
1947,11,25,3.1,7.8,3.3,8,period 1
1947,11,26,2.4,6.3,2.4,6.6,period 1
1947,11,27,1.2,5.2,1.2,5,period 1
1947,11,28,0,3.5,-0.1,3.6,period 1
1947,11,29,-0.2,1.8,-0.2,1.7,period 1
1947,11,30,0.4,5.3,0.5,5.3,period 1
1947,12,1,-1.3,3,-1.2,3.2,period 1
1947,12,2,-2.6,2,-2.5,2.1,period 1
1947,12,3,1,3.1,1.4,3.4,period 1
1947,12,4,0.3,3.2,0.3,3.2,period 1
1947,12,5,2.5,6.2,2.4,6.4,period 1
1947,12,6,1.5,7.3,1.6,7.6,period 1
1947,12,7,1.2,7.7,1.6,7.9,period 1
1947,12,8,0.5,3.5,0.7,3.7,period 1
1947,12,9,1.3,4.9,1.6,4.8,period 1
1947,12,10,-1.4,6.1,-1.5,5.8,period 1
1947,12,11,-2.3,3.9,-2.5,4.1,period 1
1947,12,12,2.9,8.8,3.4,9,period 1
1947,12,13,5.5,8.6,5.8,8.8,period 1
1947,12,14,1.3,6.6,1.5,6.8,period 1
1947,12,15,-2.1,7.7,-2.3,7.8,period 1
1947,12,16,5.2,8,5.2,8.1,period 1
1947,12,17,3.7,7.1,3.9,7.5,period 1
1947,12,18,-3,6.5,-2.6,6.7,period 1
1947,12,19,-5.3,7.7,-5.3,7.7,period 1
1947,12,20,2.1,7.9,2.4,8,period 1
1947,12,21,3.8,8.1,4.2,8.2,period 1
1947,12,22,6.9,8.2,7.2,8.4,period 1
1947,12,23,8,9.2,8.4,9.2,period 1
1947,12,24,5.8,8.4,5.7,8.4,period 1
1947,12,25,6,9.3,6,9.7,period 1
1947,12,26,0.9,6.8,0.8,6.7,period 1
1947,12,27,4.4,11.4,4.6,11.7,period 1
1947,12,28,6.8,11,7.2,11.2,period 1
1947,12,29,3.3,7.1,3.5,7.3,period 1
1947,12,30,-2,3.7,-1.9,3.8,period 1
1947,12,31,-5.9,1.1,-5.9,1.6,period 1
1948,1,1,-1.2,7.5,-1.2,7.6,period 1
1948,1,2,7.2,10.4,7.6,10.8,period 1
1948,1,3,8.9,11.4,9.2,11.7,period 1
1948,1,4,10,12.7,10.3,12.8,period 1
1948,1,5,5.7,10.9,5.9,11,period 1
1948,1,6,1.9,5.9,1.6,5.9,period 1
1948,1,7,2,10.8,2.3,10.9,period 1
1948,1,8,2.9,9.3,3.4,9.4,period 1
1948,1,9,0.8,4.9,0.8,5,period 1
1948,1,10,2.1,7.1,2.5,7.4,period 1
1948,1,11,2.9,6.2,3.5,6.1,period 1
1948,1,12,5,8.6,5.5,8.6,period 1
1948,1,13,7.3,11.7,7.4,12.9,period 1
1948,1,14,4.9,12,5.1,12,period 1
1948,1,15,2,6.9,2,7.3,period 1
1948,1,16,1.8,4.8,1.8,4.6,period 1
1948,1,17,0.4,5.4,0.7,5.7,period 1
1948,1,18,1.8,6.3,1.8,6.4,period 1
1948,1,19,0.7,3.7,0.9,3.5,period 1
1948,1,20,-1.1,2.1,-0.7,2.3,period 1
1948,1,21,-0.2,1.7,0.1,1.8,period 1
1948,1,22,0.2,3.8,0.2,3.8,period 1
1948,1,23,0.2,1.9,0.4,1.9,period 1
1948,1,24,-0.1,3.5,0.5,3.8,period 1
1948,1,25,1.7,7,2,7.2,period 1
1948,1,26,1.6,7,1.8,7.8,period 1
1948,1,27,0.1,7.9,0.3,7.9,period 1
1948,1,28,2,7.2,2.4,7.2,period 1
1948,1,29,4.3,8.1,4.7,8.2,period 1
1948,1,30,6.2,10.7,6.4,10.8,period 1
1948,1,31,7.8,11.8,8.3,11.8,period 1
1948,2,1,6.7,10,7,10.1,period 1
1948,2,2,5.4,11.8,5.8,12,period 1
1948,2,3,6,10.8,6.5,10.9,period 1
1948,2,4,3.6,8.5,3.7,8.4,period 1
1948,2,5,4,7.7,4.1,7.9,period 1
1948,2,6,4.9,8.9,5.2,8.9,period 1
1948,2,7,2.8,9.5,2.9,9.6,period 1
1948,2,8,7,10.5,7.2,10.7,period 1
1948,2,9,7.7,10.1,8.1,10.3,period 1
1948,2,10,2.9,8.2,3.4,8.5,period 1
1948,2,11,6,8.3,6.3,8.2,period 1
1948,2,12,4.2,8.4,4.6,8.4,period 1
1948,2,13,-0.3,7.1,0.4,7.4,period 1
1948,2,14,5.1,8,5.4,8.2,period 1
1948,2,15,7,9.4,7.1,9.7,period 1
1948,2,16,-0.1,7.2,0.2,7.3,period 1
1948,2,17,-3.4,2,-3.3,1.9,period 1
1948,2,18,-4.8,0.9,-4.5,0.5,period 1
1948,2,19,-4.3,-0.4,-4.3,-0.7,period 1
1948,2,20,-10.1,-4.2,-10.2,-4.2,period 1
1948,2,21,-10.4,-2.7,-10.6,-2.9,period 1
1948,2,22,-9,0.4,-8.6,0.8,period 1
1948,2,23,-3.6,0.9,-3.5,1,period 1
1948,2,24,-8.3,3.6,-8,3.1,period 1
1948,2,25,-6.8,3.7,-6.4,3.9,period 1
1948,2,26,-5.8,5.7,-5.2,5.7,period 1
1948,2,27,-3,8.9,-2.6,9,period 1
1948,2,28,-4.2,13.2,-4.1,13.8,period 1
1948,2,29,-0.7,14.8,-0.3,15.7,period 1
1948,3,1,-0.6,7.3,-0.5,7.1,period 1
1948,3,2,-2.3,7,-2.4,7.2,period 1
1948,3,3,-3.9,5.3,-4.1,5.4,period 1
1948,3,4,-3.4,12.2,-2.9,12.1,period 1
1948,3,5,-3.3,14.3,-3.2,14.5,period 1
1948,3,6,-0.1,16.6,0.3,17.2,period 1
1948,3,7,-4.4,14.9,-4.1,14.3,period 1
1948,3,8,7.3,11.9,7.5,11.7,period 1
1948,3,9,6,15.9,6.4,15.7,period 1
1948,3,10,3.5,13.1,3.7,12.5,period 1
1948,3,11,3.3,13,3.6,12.8,period 1
1948,3,12,-0.7,14,-0.8,13.9,period 1
1948,3,13,2.9,15,3.1,15.1,period 1
1948,3,14,-0.9,15.2,-0.6,15.1,period 1
1948,3,15,3.9,12.3,4.5,12.3,period 1
1948,3,16,6,12.3,6.1,11.9,period 1
1948,3,17,3.1,8.7,3.7,8.4,period 1
1948,3,18,4.3,9.3,4.5,9.6,period 1
1948,3,19,-0.1,7.8,-0.4,8,period 1
1948,3,20,6.8,13.1,6.9,13.4,period 1
1948,3,21,6,11,6.5,10.7,period 1
1948,3,22,6.3,10.8,6.5,10.4,period 1
1948,3,23,5.6,10.4,5.7,10.1,period 1
1948,3,24,-3.4,12.3,-3.4,12.1,period 1
1948,3,25,-1.6,14.9,-0.9,14.3,period 1
1948,3,26,-0.1,13.3,0.3,13.1,period 1
1948,3,27,3.1,13.2,3.5,13,period 1
1948,3,28,0.5,16,0.7,16,period 1
1948,3,29,4.9,20.2,5.4,19.8,period 1
1948,3,30,8.2,19.3,8.3,19.3,period 1
1948,3,31,6.2,14.1,6.3,14.5,period 1
1948,4,1,6.9,11.8,6.9,12,period 1
1948,4,2,5.2,10.7,5.6,10.9,period 1
1948,4,3,4.1,10.4,4.4,10.1,period 1
1948,4,4,3.5,11.8,3.7,11.7,period 1
1948,4,5,2.1,9.2,2.3,8.9,period 1
1948,4,6,1,12.2,0.8,11.8,period 1
1948,4,7,3.3,13.2,3.3,13,period 1
1948,4,8,5,12,4.9,11.8,period 1
1948,4,9,4.2,10,4,10.1,period 1
1948,4,10,-2.1,13.6,-2.6,13.5,period 1
1948,4,11,2.8,14.2,2.7,13.7,period 1
1948,4,12,1.5,15.6,1.5,15.4,period 1
1948,4,13,-0.3,15.4,-0.4,15.8,period 1
1948,4,14,7.4,13.1,7.7,12.9,period 1
1948,4,15,4.5,12.1,4.7,12,period 1
1948,4,16,2.9,16,2.8,15.8,period 1
1948,4,17,9.7,22,9.5,21.8,period 1
1948,4,18,7.6,22.9,7.6,22.6,period 1
1948,4,19,10.2,21.2,10.6,21,period 1
1948,4,20,8.9,21.7,8.9,21.5,period 1
1948,4,21,8.8,24.6,8.9,24.4,period 1
1948,4,22,12.3,20.6,12.3,20.9,period 1
1948,4,23,9.5,12.8,9.6,12.8,period 1
1948,4,24,8.9,18.2,8.8,17.9,period 1
1948,4,25,9.5,16.4,9.4,15.9,period 1
1948,4,26,9.1,13.8,9.3,13.6,period 1
1948,4,27,0,16.6,-0.3,16.2,period 1
1948,4,28,7.8,18.9,7.6,18.7,period 1
1948,4,29,6.6,12.9,6.7,12.6,period 1
1948,4,30,6.7,10.6,6.7,10.8,period 1
1948,5,1,0,11.8,-0.1,11.8,period 1
1948,5,2,4.8,13,4.9,12.6,period 1
1948,5,3,6.2,13,6.5,13,period 1
1948,5,4,1.7,15.4,1.3,15.3,period 1
1948,5,5,8.8,16.1,8.6,15.8,period 1
1948,5,6,5.9,20,5.6,19.9,period 1
1948,5,7,7.1,19.2,7.3,18.7,period 1
1948,5,8,6.9,20.2,6.7,20.1,period 1
1948,5,9,10.3,24.8,10.2,24.2,period 1
1948,5,10,12.2,26.8,12.4,26.7,period 1
1948,5,11,9,22,9,21.8,period 1
1948,5,12,10.6,18.1,10.7,17.8,period 1
1948,5,13,10.2,14,10.3,13.9,period 1
1948,5,14,3.8,21,3.5,20.7,period 1
1948,5,15,8.2,23.6,8.1,23.9,period 1
1948,5,16,11.9,26.1,12,25.7,period 1
1948,5,17,11.7,25.8,11.8,25.9,period 1
1948,5,18,10.6,23.9,10.9,23.4,period 1
1948,5,19,10.1,22.1,10.1,21.4,period 1
1948,5,20,8,18.3,8.4,17.8,period 1
1948,5,21,8.9,16.8,8.6,16.8,period 1
1948,5,22,2.5,19,2.2,18.7,period 1
1948,5,23,6.2,13.9,6.2,13.8,period 1
1948,5,24,7.3,18.4,7.3,17.8,period 1
1948,5,25,3.4,16.1,3.3,16.6,period 1
1948,5,26,8.8,18.9,8.5,18.2,period 1
1948,5,27,8,16.3,8.3,15.7,period 1
1948,5,28,6.2,13.3,5.7,13.3,period 1
1948,5,29,3,15.6,3,15,period 1
1948,5,30,8.4,13.7,8.4,13.8,period 1
1948,5,31,3.7,16.5,3.9,16.5,period 1
1948,6,1,9.8,18.3,10,18.4,period 1
1948,6,2,6.1,17.2,6.3,16.6,period 1
1948,6,3,7.9,15,8.1,15.1,period 1
1948,6,4,8,16.1,8.2,15.9,period 1
1948,6,5,11.8,16.1,11.9,16.1,period 1
1948,6,6,9.2,20.7,9.2,20.2,period 1
1948,6,7,14.5,20.9,14.8,20.8,period 1
1948,6,8,10.2,28,10,27,period 1
1948,6,9,16.1,23.2,16.2,23.2,period 1
1948,6,10,11,25.3,11.3,25.3,period 1
1948,6,11,14.5,31.7,15.1,31.9,period 1
1948,6,12,15.4,30.9,15.5,30.8,period 1
1948,6,13,16.6,29.1,16.9,28.9,period 1
1948,6,14,15.2,31.4,15.1,30.7,period 1
1948,6,15,13.8,24.3,13.7,24.3,period 1
1948,6,16,12,19.1,12.1,18.7,period 1
1948,6,17,8.8,20.2,8.5,19.9,period 1
1948,6,18,10.4,18.6,10.4,18.3,period 1
1948,6,19,10,19.1,10.1,18.7,period 1
1948,6,20,7.8,17.1,8.1,16.7,period 1
1948,6,21,4.8,17.1,4.5,16.7,period 1
1948,6,22,11.3,17.4,11.3,17.5,period 1
1948,6,23,8.8,18.9,8.5,18.2,period 1
1948,6,24,6.4,19.7,6.3,19.2,period 1
1948,6,25,6.6,20.2,6.5,20.2,period 1
1948,6,26,9.1,20.6,8.7,20.7,period 1
1948,6,27,14.1,18.7,14,18.8,period 1
1948,6,28,10,15.7,10.3,15.6,period 1
1948,6,29,9.1,17.6,9.4,17.4,period 1
1948,6,30,6.2,18.3,6.3,18.2,period 1
1948,7,1,11.7,14.5,12,14.5,period 1
1948,7,2,10.9,15,10.7,14.9,period 1
1948,7,3,10.6,18.1,10.7,18.4,period 1
1948,7,4,7.9,18.2,7.9,18,period 1
1948,7,5,11.8,17.1,11.7,16.9,period 1
1948,7,6,13,17.7,12.3,17.3,period 1
1948,7,7,8.9,17.3,9.1,16.8,period 1
1948,7,8,10,15.1,10,14.7,period 1
1948,7,9,9.5,17.7,9.3,16.8,period 1
1948,7,10,12.6,20.2,12.7,19.9,period 1
1948,7,11,12.2,16.4,12.2,16.4,period 1
1948,7,12,11.1,17,11.1,16.6,period 1
1948,7,13,9.5,17.1,9.7,16.9,period 1
1948,7,14,11.3,18.5,11.3,17.9,period 1
1948,7,15,11.7,19,11.8,19,period 1
1948,7,16,13.1,18.2,13.3,18.2,period 1
1948,7,17,11.4,19.2,11.2,19.4,period 1
1948,7,18,12.9,17.6,13,17.8,period 1
